content_url,term,engagement rate,content_type,content_id,media_url
https://giphy.com/gifs/s5rAgU7fpRoJnt9Wr8,reward,0.21,GIF,s5rAgU7fpRoJnt9Wr8,https://media.giphy.com/media/s5rAgU7fpRoJnt9Wr8/giphy.gif
https://giphy.com/gifs/s5rAgU7fpRoJnt9Wr8,수어티콘,0.00,GIF,s5rAgU7fpRoJnt9Wr8,https://media.giphy.com/media/s5rAgU7fpRoJnt9Wr8/giphy.gif
https://giphy.com/gifs/5yq3cTqJlIvze20x0D,리액션,0.82,GIF,5yq3cTqJlIvze20x0D,https://media.giphy.com/media/5yq3cTqJlIvze20x0D/giphy.gif
https://giphy.com/gifs/B9aYmo3C730moDt4bj,수어,3.57,GIF,B9aYmo3C730moDt4bj,https://media.giphy.com/media/B9aYmo3C730moDt4bj/giphy.gif
https://giphy.com/gifs/B9aYmo3C730moDt4bj,리액션,0.21,GIF,B9aYmo3C730moDt4bj,https://media.giphy.com/media/B9aYmo3C730moDt4bj/giphy.gif
https://giphy.com/gifs/B9aYmo3C730moDt4bj,flax,0.00,GIF,B9aYmo3C730moDt4bj,https://media.giphy.com/media/B9aYmo3C730moDt4bj/giphy.gif
https://giphy.com/gifs/B9aYmo3C730moDt4bj,수어티콘,0.00,GIF,B9aYmo3C730moDt4bj,https://media.giphy.com/media/B9aYmo3C730moDt4bj/giphy.gif
https://giphy.com/gifs/NMCJ1pGHhSYaiZiYBF,사죄,15.00,GIF,NMCJ1pGHhSYaiZiYBF,https://media.giphy.com/media/NMCJ1pGHhSYaiZiYBF/giphy.gif
https://giphy.com/gifs/NMCJ1pGHhSYaiZiYBF,수어,0.00,GIF,NMCJ1pGHhSYaiZiYBF,https://media.giphy.com/media/NMCJ1pGHhSYaiZiYBF/giphy.gif
https://giphy.com/gifs/Tmy4CFp7EF2FZyP6S7,수어,0.00,GIF,Tmy4CFp7EF2FZyP6S7,https://media.giphy.com/media/Tmy4CFp7EF2FZyP6S7/giphy.gif
https://giphy.com/gifs/VnKLGi7tdoZ7dbvSOq,수어,3.02,GIF,VnKLGi7tdoZ7dbvSOq,https://media.giphy.com/media/VnKLGi7tdoZ7dbvSOq/giphy.gif
https://giphy.com/gifs/VnKLGi7tdoZ7dbvSOq,eq4all,2.33,GIF,VnKLGi7tdoZ7dbvSOq,https://media.giphy.com/media/VnKLGi7tdoZ7dbvSOq/giphy.gif
https://giphy.com/gifs/VnKLGi7tdoZ7dbvSOq,수어티콘,0.72,GIF,VnKLGi7tdoZ7dbvSOq,https://media.giphy.com/media/VnKLGi7tdoZ7dbvSOq/giphy.gif
https://giphy.com/gifs/VnKLGi7tdoZ7dbvSOq,리액션,0.32,GIF,VnKLGi7tdoZ7dbvSOq,https://media.giphy.com/media/VnKLGi7tdoZ7dbvSOq/giphy.gif
https://giphy.com/gifs/VnKLGi7tdoZ7dbvSOq,suprise,0.00,GIF,VnKLGi7tdoZ7dbvSOq,https://media.giphy.com/media/VnKLGi7tdoZ7dbvSOq/giphy.gif
https://giphy.com/gifs/QQuHfyrVlci26BBAFv,리액션,0.17,GIF,QQuHfyrVlci26BBAFv,https://media.giphy.com/media/QQuHfyrVlci26BBAFv/giphy.gif
https://giphy.com/gifs/QQuHfyrVlci26BBAFv,수어,0.00,GIF,QQuHfyrVlci26BBAFv,https://media.giphy.com/media/QQuHfyrVlci26BBAFv/giphy.gif
https://giphy.com/gifs/zXYr4B6sHcPSp7SwGn,수어,3.57,GIF,zXYr4B6sHcPSp7SwGn,https://media.giphy.com/media/zXYr4B6sHcPSp7SwGn/giphy.gif
https://giphy.com/gifs/zXYr4B6sHcPSp7SwGn,수어티콘,0.00,GIF,zXYr4B6sHcPSp7SwGn,https://media.giphy.com/media/zXYr4B6sHcPSp7SwGn/giphy.gif
https://giphy.com/gifs/pVgXqJkkM7gLhqucUc,수어,4.09,GIF,pVgXqJkkM7gLhqucUc,https://media.giphy.com/media/pVgXqJkkM7gLhqucUc/giphy.gif
https://giphy.com/gifs/pVgXqJkkM7gLhqucUc,수어티콘,1.99,GIF,pVgXqJkkM7gLhqucUc,https://media.giphy.com/media/pVgXqJkkM7gLhqucUc/giphy.gif
https://giphy.com/gifs/wNJ8Z6eHpwkI16BJ2T,수어,5.41,GIF,wNJ8Z6eHpwkI16BJ2T,https://media.giphy.com/media/wNJ8Z6eHpwkI16BJ2T/giphy.gif
https://giphy.com/gifs/FpMRVujKOaFAJXMDih,댓글,60.00,GIF,FpMRVujKOaFAJXMDih,https://media.giphy.com/media/FpMRVujKOaFAJXMDih/giphy.gif
https://giphy.com/gifs/FpMRVujKOaFAJXMDih,수어,0.00,GIF,FpMRVujKOaFAJXMDih,https://media.giphy.com/media/FpMRVujKOaFAJXMDih/giphy.gif
https://giphy.com/gifs/YpyrQ22FpbEYXHIcFM,수어티콘,1.42,GIF,YpyrQ22FpbEYXHIcFM,https://media.giphy.com/media/YpyrQ22FpbEYXHIcFM/giphy.gif
https://giphy.com/gifs/YpyrQ22FpbEYXHIcFM,수어,0.44,GIF,YpyrQ22FpbEYXHIcFM,https://media.giphy.com/media/YpyrQ22FpbEYXHIcFM/giphy.gif
https://giphy.com/gifs/xGXQYTtUVJLEQxtLdE,수어,1.72,GIF,xGXQYTtUVJLEQxtLdE,https://media.giphy.com/media/xGXQYTtUVJLEQxtLdE/giphy.gif
https://giphy.com/gifs/xGXQYTtUVJLEQxtLdE,수어티콘,0.00,GIF,xGXQYTtUVJLEQxtLdE,https://media.giphy.com/media/xGXQYTtUVJLEQxtLdE/giphy.gif
https://giphy.com/stickers/UwuzRSMLI7ifLPvx5c,asl,0.00,STICKER,UwuzRSMLI7ifLPvx5c,https://media.giphy.com/media/UwuzRSMLI7ifLPvx5c/giphy.gif
https://giphy.com/stickers/UwuzRSMLI7ifLPvx5c,deaf,0.00,STICKER,UwuzRSMLI7ifLPvx5c,https://media.giphy.com/media/UwuzRSMLI7ifLPvx5c/giphy.gif
https://giphy.com/gifs/rDZu5mI9BgRdntoVef,수어,4.95,GIF,rDZu5mI9BgRdntoVef,https://media.giphy.com/media/rDZu5mI9BgRdntoVef/giphy.gif
https://giphy.com/gifs/rDZu5mI9BgRdntoVef,수어티콘,0.00,GIF,rDZu5mI9BgRdntoVef,https://media.giphy.com/media/rDZu5mI9BgRdntoVef/giphy.gif
https://giphy.com/gifs/C6WfQmMqpkUvj4137C,수어,0.00,GIF,C6WfQmMqpkUvj4137C,https://media.giphy.com/media/C6WfQmMqpkUvj4137C/giphy.gif
